LOCATION,DateTime,DO.mgL,Temp.F
TLSAC,2/12/2022 1:29,10.97,54.03
TLSAC,2/12/2022 1:44,10.96,54.03
TLSAC,2/12/2022 1:59,10.96,54.03
TLSAC,2/12/2022 2:14,10.94,54.03
TLSAC,2/12/2022 2:29,10.97,54.03
TLSAC,2/12/2022 2:44,10.94,54.07
TLSAC,2/12/2022 2:59,10.93,54.07
TLSAC,2/12/2022 3:14,10.94,54.1
TLSAC,2/12/2022 3:29,10.93,54.14
TLSAC,2/12/2022 3:44,10.91,54.14
TLSAC,2/12/2022 3:59,10.94,54.18
TLSAC,2/12/2022 4:14,10.91,54.21
TLSAC,2/12/2022 4:29,10.91,54.25
TLSAC,2/12/2022 4:44,10.9,54.28
TLSAC,2/12/2022 4:59,10.89,54.32
TLSAC,2/12/2022 5:14,10.89,54.36
TLSAC,2/12/2022 5:29,10.89,54.39
TLSAC,2/12/2022 5:44,10.87,54.43
TLSAC,2/12/2022 5:59,10.87,54.43
TLSAC,2/12/2022 6:14,10.86,54.46
TLSAC,2/12/2022 6:29,10.85,54.5
TLSAC,2/12/2022 6:44,10.85,54.5
TLSAC,2/12/2022 6:59,10.83,54.5
TLSAC,2/12/2022 7:14,10.81,54.54
TLSAC,2/12/2022 7:29,10.83,54.54
TLSAC,2/12/2022 7:44,10.83,54.54
TLSAC,2/12/2022 7:59,10.84,54.54
TLSAC,2/12/2022 8:14,10.84,54.57
TLSAC,2/12/2022 8:29,10.86,54.57
TLSAC,2/12/2022 8:44,10.85,54.61
TLSAC,2/12/2022 8:59,10.86,54.61
TLSAC,2/12/2022 9:14,10.86,54.64
TLSAC,2/12/2022 9:29,10.86,54.68
TLSAC,2/12/2022 9:44,10.86,54.72
TLSAC,2/12/2022 9:59,10.87,54.75
TLSAC,2/12/2022 10:14,10.88,54.79
TLSAC,2/12/2022 10:29,10.88,54.82
TLSAC,2/12/2022 10:44,10.9,54.9
TLSAC,2/12/2022 10:59,10.9,54.93
TLSAC,2/12/2022 11:14,10.89,54.97
TLSAC,2/12/2022 11:29,10.95,55.04
TLSAC,2/12/2022 11:44,10.9,55.04
TLSAC,2/12/2022 11:59,10.91,55.08
TLSAC,2/12/2022 12:14,10.91,55.15
TLSAC,2/12/2022 12:29,10.93,55.18
TLSAC,2/12/2022 12:44,10.95,55.26
TLSAC,2/12/2022 12:59,10.91,55.33
TLSAC,2/12/2022 13:14,10.96,55.36
TLSAC,2/12/2022 13:29,10.96,55.44
TLSAC,2/12/2022 13:44,10.96,55.47
TLSAC,2/12/2022 13:59,10.98,55.54
TLSAC,2/12/2022 14:14,10.99,55.58
TLSAC,2/12/2022 14:29,10.97,55.58
TLSAC,2/12/2022 14:44,10.97,55.62
TLSAC,2/12/2022 14:59,10.98,55.62
TLSAC,2/12/2022 15:14,10.97,55.65
TLSAC,2/12/2022 15:29,10.99,55.65
TLSAC,2/12/2022 15:44,10.98,55.65
TLSAC,2/12/2022 15:59,11,55.69
TLSAC,2/12/2022 16:14,10.99,55.69
TLSAC,2/12/2022 16:29,11,55.69
TLSAC,2/12/2022 16:44,10.99,55.65
TLSAC,2/12/2022 16:59,10.99,55.65
TLSAC,2/12/2022 17:14,11,55.65
TLSAC,2/12/2022 17:29,10.99,55.62
TLSAC,2/12/2022 17:44,10.99,55.62
TLSAC,2/12/2022 17:59,10.97,55.58
TLSAC,2/12/2022 18:14,10.97,55.58
TLSAC,2/12/2022 18:29,10.96,55.54
TLSAC,2/12/2022 18:44,10.96,55.51
TLSAC,2/12/2022 18:59,10.94,55.51
TLSAC,2/12/2022 19:14,10.93,55.47
TLSAC,2/12/2022 19:29,10.93,55.44
TLSAC,2/12/2022 19:44,10.91,55.4
TLSAC,2/12/2022 19:59,10.91,55.33
TLSAC,2/12/2022 20:14,10.89,55.29
TLSAC,2/12/2022 20:29,10.88,55.26
TLSAC,2/12/2022 20:44,10.88,55.22
TLSAC,2/12/2022 20:59,10.87,55.18
TLSAC,2/12/2022 21:14,10.86,55.11
TLSAC,2/12/2022 21:29,10.85,55.08
TLSAC,2/12/2022 21:44,10.85,55
TLSAC,2/12/2022 21:59,10.85,54.97
TLSAC,2/12/2022 22:14,10.83,54.93
TLSAC,2/12/2022 22:29,10.83,54.9
TLSAC,2/12/2022 22:44,10.83,54.82
TLSAC,2/12/2022 22:59,10.84,54.79
TLSAC,2/12/2022 23:14,10.84,54.75
TLSAC,2/12/2022 23:29,10.83,54.72
TLSAC,2/12/2022 23:44,10.82,54.68
TLSAC,2/12/2022 23:59,10.82,54.64
TLSAC,2/13/2022 0:14,10.83,54.64
TLSAC,2/13/2022 0:29,10.82,54.61
TLSAC,2/13/2022 0:44,10.82,54.57
TLSAC,2/13/2022 0:59,10.82,54.54
TLSAC,2/13/2022 1:14,10.8,54.5
TLSAC,2/13/2022 1:29,10.8,54.5
TLSAC,2/13/2022 1:44,10.8,54.5
TLSAC,2/13/2022 1:59,10.79,54.46
TLSAC,2/13/2022 2:14,10.79,54.46
TLSAC,2/13/2022 2:29,10.79,54.46
TLSAC,2/13/2022 2:44,10.79,54.46
TLSAC,2/13/2022 2:59,10.79,54.5
TLSAC,2/13/2022 3:14,10.79,54.5
TLSAC,2/13/2022 3:29,10.76,54.54
TLSAC,2/13/2022 3:44,10.78,54.54
TLSAC,2/13/2022 3:59,10.75,54.57
TLSAC,2/13/2022 4:14,10.78,54.61
TLSAC,2/13/2022 4:29,10.76,54.64
TLSAC,2/13/2022 4:44,10.76,54.68
TLSAC,2/13/2022 4:59,10.75,54.72
TLSAC,2/13/2022 5:14,10.74,54.75
TLSAC,2/13/2022 5:29,10.73,54.79
TLSAC,2/13/2022 5:44,10.71,54.82
TLSAC,2/13/2022 5:59,10.71,54.86
TLSAC,2/13/2022 6:14,10.71,54.9
TLSAC,2/13/2022 6:29,10.7,54.9
TLSAC,2/13/2022 6:44,10.7,54.93
TLSAC,2/13/2022 6:59,10.7,54.97
TLSAC,2/13/2022 7:14,10.68,54.97
TLSAC,2/13/2022 7:29,10.69,54.97
TLSAC,2/13/2022 7:44,10.69,55
TLSAC,2/13/2022 7:59,10.68,55
TLSAC,2/13/2022 8:14,10.67,55.04
TLSAC,2/13/2022 8:29,10.69,55.04
TLSAC,2/13/2022 8:44,10.67,55.08
TLSAC,2/13/2022 8:59,10.69,55.11
