Date,LOCATION,PIT,Length.mm,Weight.g
2022-02-07T00:00:00Z,RRSAC8,1BB3BC,53,1.1
2022-02-07T00:00:00Z,RRSAC8,1BE8B8,54,1.25
2022-02-07T00:00:00Z,RRSAC8,1BF57D,55,1.37
2022-02-07T00:00:00Z,RRSAC8,1BC276,56,1.54
2022-02-07T00:00:00Z,RRSAC8,1BCBA4,53,1.19
2022-02-07T00:00:00Z,RRSAC8,1BEC1B,53,1.2
2022-02-07T00:00:00Z,RRSAC8,1BF4E4,54,1.36
2022-02-07T00:00:00Z,RRSAC8,13EF21,49,0.96
2022-02-07T00:00:00Z,RRSAC8,1BA72A,54,1.26
2022-02-07T00:00:00Z,RRSAC8,1BEB30,51,1.12
2022-02-07T00:00:00Z,RRSAC8,1BFE71,49,0.88
2022-02-07T00:00:00Z,TLSAC,1BA427,55,1.54
2022-02-07T00:00:00Z,TLSAC,1BB6C0,55,1.74
2022-02-07T00:00:00Z,TLSAC,1BD207,53,1.25
2022-02-07T00:00:00Z,TLSAC,1BD731,57,1.42
2022-02-07T00:00:00Z,TLSAC,1BF5F1,53,1.2
2022-02-07T00:00:00Z,TLSAC,1BA5C8,55,1.39
2022-02-07T00:00:00Z,TLSAC,1BD22A,50,0.98
2022-02-07T00:00:00Z,TLSAC,1C01AB,54,1.53
2022-02-07T00:00:00Z,TLSAC,1B9EBE,51,1
2022-02-07T00:00:00Z,TLSAC,1BBCBF,50,1.03
2022-02-07T00:00:00Z,TLSAC,1BC452,56,1.67
2022-02-07T00:00:00Z,TLSAC,1BFF39,54,1.33
2022-02-07T00:00:00Z,WLKSAC,1BAC7D,56,1.56
2022-02-07T00:00:00Z,WLKSAC,1BB229,54,1.43
2022-02-07T00:00:00Z,WLKSAC,1BC81B,58,1.68
2022-02-07T00:00:00Z,WLKSAC,1BEB73,56,1.43
2022-02-07T00:00:00Z,WLKSAC,1BBA2B,50,0.74
2022-02-07T00:00:00Z,WLKSAC,1BC6E3,51,0.93
2022-02-07T00:00:00Z,WLKSAC,1BC868,52,1.29
2022-02-07T00:00:00Z,WLKSAC,1BD8BC,54,1.32
2022-02-07T00:00:00Z,WLKSAC,1BF350,50,1.1
2022-02-07T00:00:00Z,WLKSAC,1B9BAA,50,0.96
2022-02-07T00:00:00Z,WLKSAC,1BA154,54,1.15
2022-02-07T00:00:00Z,WLKSAC,1BD573,58,1.88
2022-02-07T00:00:00Z,WLKSAC,1BE172,51,1.03
2022-02-07T00:00:00Z,WLKSAC,1BF466,60,1.99
2022-02-14T00:00:00Z,RRCAN,1BD24F,56,1.83
2022-02-14T00:00:00Z,RRCAN,1BE3F1,57,1.95
2022-02-14T00:00:00Z,RRCAN,1BE9B9,53,1.62
2022-02-14T00:00:00Z,RRCAN,1BFA43,56,1.77
2022-02-14T00:00:00Z,RRCAN,1BADDF,55,1.77
2022-02-14T00:00:00Z,RRCAN,1BB146,57,1.93
2022-02-14T00:00:00Z,RRCAN,1BB6D3,59,2.15
2022-02-14T00:00:00Z,RRCAN,1BD572,57,1.91
2022-02-14T00:00:00Z,RRCAN,1BEDDD,52,1.54
2022-02-14T00:00:00Z,RRCAN,1BF25A,59,2.15
2022-02-14T00:00:00Z,RRCAN,1C00DE,61,2.3
2022-02-14T00:00:00Z,RRCAN,1C02A0,55,1.79
2022-02-14T00:00:00Z,RRSAC1,1BBE65,57,1.64
2022-02-14T00:00:00Z,RRSAC1,1BC31B,54,1.48
2022-02-14T00:00:00Z,RRSAC1,1BD472,55,1.43
2022-02-14T00:00:00Z,RRSAC1,1BEBA0,52,1.26
2022-02-14T00:00:00Z,RRSAC1,1B9E9D,57,1.66
2022-02-14T00:00:00Z,RRSAC1,1BAE39,56,1.67
2022-02-14T00:00:00Z,RRSAC1,1BC0BE,51,1.16
2022-02-14T00:00:00Z,RRSAC1,1BC662,54,1.4
2022-02-14T00:00:00Z,RRSAC1,1BB6CE,57,1.59
2022-02-14T00:00:00Z,RRSAC1,1BE15F,56,1.65
2022-02-14T00:00:00Z,RRSAC1,1BEB90,55,1.57
2022-02-14T00:00:00Z,RRSAC1,1BEFD9,56,1.61
2022-02-14T00:00:00Z,RRSAC1,1BF640,56,1.71
2022-02-14T00:00:00Z,RRSAC2A,1BE465,55,1.62
2022-02-14T00:00:00Z,RRSAC2A,1B8F6E,55,1.7
2022-02-14T00:00:00Z,RRSAC2A,1BAA48,60,2.33
2022-02-14T00:00:00Z,RRSAC2A,1BAF7F,58,2
2022-02-14T00:00:00Z,RRSAC2A,1BC769,54,1.65
2022-02-14T00:00:00Z,RRSAC2A,1BCADB,59,2.04
2022-02-14T00:00:00Z,RRSAC2A,1BD121,58,2.06
2022-02-14T00:00:00Z,RRSAC2A,1BE529,53,1.73
2022-02-14T00:00:00Z,RRSAC2A,1BFB64,58,1.91
2022-02-14T00:00:00Z,RRSAC2C,1B9929,55,1.75
2022-02-14T00:00:00Z,RRSAC2C,1BB402,54,1.38
2022-02-14T00:00:00Z,RRSAC2C,1BC71D,58,2.14
2022-02-14T00:00:00Z,RRSAC2C,1BCF84,57,1.8
2022-02-14T00:00:00Z,RRSAC2C,1BBEEE,54,1.67
2022-02-14T00:00:00Z,RRSAC2C,1BD612,57,1.59
2022-02-14T00:00:00Z,RRSAC2C,1BECE5,63,2.51
2022-02-14T00:00:00Z,RRSAC2C,1BA8AA,59,2.18
2022-02-14T00:00:00Z,RRSAC2C,1BA921,57,1.72
2022-02-14T00:00:00Z,RRSAC2C,1BFA0C,58,2.03
2022-02-14T00:00:00Z,RRSAC2C,1BFFB9,57,2.14
2022-02-14T00:00:00Z,RRSAC4,1BA507,58,1.94
2022-02-14T00:00:00Z,RRSAC4,1BB5FE,53,1.54
2022-02-14T00:00:00Z,RRSAC4,1BBBAF,55,1.59
2022-02-14T00:00:00Z,RRSAC4,1BC987,55,1.36
2022-02-14T00:00:00Z,RRSAC4,1BFCA6,52,1.36
2022-02-14T00:00:00Z,RRSAC4,1BB111,55,1.49
2022-02-14T00:00:00Z,RRSAC4,1BD439,57,1.76
2022-02-14T00:00:00Z,RRSAC4,1BDD45,59,1.87
2022-02-14T00:00:00Z,RRSAC4,1BF3C5,57,1.55
2022-02-14T00:00:00Z,RRSAC4,1B9FAB,58,2.01
2022-02-14T00:00:00Z,RRSAC4,1BD1E0,53,1.49
2022-02-14T00:00:00Z,RRSAC4,1BDC13,55,1.64
2022-02-14T00:00:00Z,RRSAC4,1BF185,55,1.52
2022-02-14T00:00:00Z,RRSAC5,1B98ED,51,1.25
2022-02-14T00:00:00Z,RRSAC5,1B9FE5,60,2.02
2022-02-14T00:00:00Z,RRSAC5,1BE55F,56,1.57
2022-02-14T00:00:00Z,RRSAC5,1BF2BB,55,1.54
2022-02-14T00:00:00Z,RRSAC5,1BF5DF,53,1.41
2022-02-14T00:00:00Z,RRSAC5,1BB70A,56,1.49
2022-02-14T00:00:00Z,RRSAC5,1BC6CA,58,1.64
2022-02-14T00:00:00Z,RRSAC5,1BE830,57,1.64
2022-02-14T00:00:00Z,RRSAC5,1BBED9,57,1.69
2022-02-14T00:00:00Z,RRSAC5,1BCF38,56,1.45
2022-02-14T00:00:00Z,RRSAC5,1BF2B7,56,1.59
2022-02-14T00:00:00Z,RRSAC5,1BFBA5,54,1.4
2022-02-14T00:00:00Z,RRSAC7,1B9DC6,56,1.43
2022-02-14T00:00:00Z,RRSAC7,1BB36F,56,1.46
2022-02-14T00:00:00Z,RRSAC7,1BD1BE,58,1.72
2022-02-14T00:00:00Z,RRSAC7,1BEE1D,55,1.61
2022-02-14T00:00:00Z,RRSAC7,1BDF36,55,1.39
2022-02-14T00:00:00Z,RRSAC7,1BF071,56,1.37
2022-02-14T00:00:00Z,RRSAC7,13E7C3,56,1.14
2022-02-14T00:00:00Z,RRSAC7,1B9E87,54,1.53
2022-02-14T00:00:00Z,RRSAC7,1BF8AC,53,1.27
2022-02-14T00:00:00Z,RRSAC7,1BF92A,52,1.21
2022-02-14T00:00:00Z,RRSAC8,1BAA66,54,1.52
2022-02-14T00:00:00Z,RRSAC8,1BB3BC,54,1.27
2022-02-14T00:00:00Z,RRSAC8,1BE8B8,55,1.5
2022-02-14T00:00:00Z,RRSAC8,1BF57D,55,1.62
2022-02-14T00:00:00Z,RRSAC8,1BC276,59,1.88
2022-02-14T00:00:00Z,RRSAC8,1BCBA4,55,1.39
2022-02-14T00:00:00Z,RRSAC8,1BEC1B,55,1.38
2022-02-14T00:00:00Z,RRSAC8,1BF4E4,55,1.56
2022-02-14T00:00:00Z,RRSAC8,13EF21,51,1.16
2022-02-14T00:00:00Z,RRSAC8,1BA72A,55,1.49
2022-02-14T00:00:00Z,RRSAC8,1BEB30,53,1.35
2022-02-14T00:00:00Z,RRSAC8,1BFE71,51,1.16
2022-02-14T00:00:00Z,TLSAC,1BA427,56,1.67
2022-02-14T00:00:00Z,TLSAC,1BB6C0,57,2
2022-02-14T00:00:00Z,TLSAC,1BD207,54,1.75
2022-02-14T00:00:00Z,TLSAC,1BD731,58,1.93
2022-02-14T00:00:00Z,TLSAC,1BF5F1,54,1.45
2022-02-14T00:00:00Z,TLSAC,1BA5C8,57,1.38
2022-02-14T00:00:00Z,TLSAC,1BD22A,51,1.16
2022-02-14T00:00:00Z,TLSAC,1C01AB,55,1.38
2022-02-14T00:00:00Z,TLSAC,1B9EBE,53,1.57
2022-02-14T00:00:00Z,TLSAC,1BBCBF,51,1.15
2022-02-14T00:00:00Z,TLSAC,1BC452,56,1.61
2022-02-14T00:00:00Z,TLSAC,1BFF39,56,1.7
2022-02-14T00:00:00Z,WLKSAC,1BAC7D,56,1.6
2022-02-14T00:00:00Z,WLKSAC,1BB229,55,1.6
2022-02-14T00:00:00Z,WLKSAC,1BC81B,59,1.8
2022-02-14T00:00:00Z,WLKSAC,1BEB73,57,1.65
2022-02-14T00:00:00Z,WLKSAC,1BBA2B,49,1.16
2022-02-14T00:00:00Z,WLKSAC,1BC6E3,52,1.15
2022-02-14T00:00:00Z,WLKSAC,1BC868,54,1.43
2022-02-14T00:00:00Z,WLKSAC,1BD8BC,54,1.4
2022-02-14T00:00:00Z,WLKSAC,1BF350,52,1.25
2022-02-14T00:00:00Z,WLKSAC,1B9BAA,50,1.08
2022-02-14T00:00:00Z,WLKSAC,1BA154,55,1.47
2022-02-14T00:00:00Z,WLKSAC,1BD573,61,2.1
2022-02-14T00:00:00Z,WLKSAC,1BE172,52,1.29
2022-02-14T00:00:00Z,WLKSAC,1BF466,61,2.11
2022-02-21T00:00:00Z,RRCAN,1BD24F,60,2.47
2022-02-21T00:00:00Z,RRCAN,1BE3F1,61,2.5
2022-02-21T00:00:00Z,RRCAN,1BE9B9,59,2.22
2022-02-21T00:00:00Z,RRCAN,1BFA43,60,2.44
2022-02-21T00:00:00Z,RRCAN,1BADDF,60,2.49
2022-02-21T00:00:00Z,RRCAN,1BB146,63,2.68
2022-02-21T00:00:00Z,RRCAN,1BB6D3,65,2.86
2022-02-21T00:00:00Z,RRCAN,1BD572,61,2.74
2022-02-21T00:00:00Z,RRCAN,1BEDDD,56,1.9
2022-02-21T00:00:00Z,RRCAN,1BF25A,65,2.94
2022-02-21T00:00:00Z,RRCAN,1C00DE,66,3.22
2022-02-21T00:00:00Z,RRCAN,1C02A0,59,2.36
2022-02-21T00:00:00Z,RRSAC1,1BBE65,58,1.69
2022-02-21T00:00:00Z,RRSAC1,1BC31B,55,1.54
2022-02-21T00:00:00Z,RRSAC1,1BD472,55,1.51
2022-02-21T00:00:00Z,RRSAC1,1BEBA0,54,1.38
2022-02-21T00:00:00Z,RRSAC1,1B9E9D,58,1.87
2022-02-21T00:00:00Z,RRSAC1,1BAE39,57,1.64
2022-02-21T00:00:00Z,RRSAC1,1BC0BE,52,1.27
2022-02-21T00:00:00Z,RRSAC1,1BC662,55,1.46
2022-02-21T00:00:00Z,RRSAC1,1BB6CE,58,1.59
2022-02-21T00:00:00Z,RRSAC1,1BE15F,56,1.64
2022-02-21T00:00:00Z,RRSAC1,1BEB90,57,1.71
2022-02-21T00:00:00Z,RRSAC1,1BEFD9,67,1.74
2022-02-21T00:00:00Z,RRSAC1,1BF640,58,1.8
2022-02-21T00:00:00Z,RRSAC2A,1BE465,58,2.12
2022-02-21T00:00:00Z,RRSAC2A,1B8F6E,59,2.1
2022-02-21T00:00:00Z,RRSAC2A,1BAA48,63,2.81
2022-02-21T00:00:00Z,RRSAC2A,1BAF7F,63,6.64
2022-02-21T00:00:00Z,RRSAC2A,1BC769,58,2.14
2022-02-21T00:00:00Z,RRSAC2A,1BCADB,63,2.54
2022-02-21T00:00:00Z,RRSAC2A,1BD121,63,2.74
2022-02-21T00:00:00Z,RRSAC2A,1BE529,58,2.3
2022-02-21T00:00:00Z,RRSAC2A,1BFB64,63,2.66
2022-02-21T00:00:00Z,RRSAC2C,1B9929,61,2.32
2022-02-21T00:00:00Z,RRSAC2C,1BB402,57,1.64
2022-02-21T00:00:00Z,RRSAC2C,1BC71D,64,2.94
2022-02-21T00:00:00Z,RRSAC2C,1BCF84,62,2.35
2022-02-21T00:00:00Z,RRSAC2C,1BBEEE,59,2.2
2022-02-21T00:00:00Z,RRSAC2C,1BD612,61,2.04
2022-02-21T00:00:00Z,RRSAC2C,1BECE5,68,3.26
2022-02-21T00:00:00Z,RRSAC2C,1BA8AA,63,2.72
2022-02-21T00:00:00Z,RRSAC2C,1BA921,61,2.24
2022-02-21T00:00:00Z,RRSAC2C,1BFA0C,62,2.51
2022-02-21T00:00:00Z,RRSAC2C,1BFFB9,62,2.76
2022-02-21T00:00:00Z,RRSAC4,1BA507,59,1.99
2022-02-21T00:00:00Z,RRSAC4,1BB5FE,56,1.76
2022-02-21T00:00:00Z,RRSAC4,1BBBAF,58,1.73
2022-02-21T00:00:00Z,RRSAC4,1BC987,54,1.47
2022-02-21T00:00:00Z,RRSAC4,1BFCA6,55,1.56
2022-02-21T00:00:00Z,RRSAC4,1BB111,57,1.73
2022-02-21T00:00:00Z,RRSAC4,1BD439,60,1.99
2022-02-21T00:00:00Z,RRSAC4,1BDD45,61,2.15
2022-02-21T00:00:00Z,RRSAC4,1BF3C5,57,1.74
2022-02-21T00:00:00Z,RRSAC4,1B9FAB,61,2.18
2022-02-21T00:00:00Z,RRSAC4,1BD1E0,56,1.66
2022-02-21T00:00:00Z,RRSAC4,1BDC13,57,1.79
2022-02-21T00:00:00Z,RRSAC4,1BF185,58,1.72
2022-02-21T00:00:00Z,RRSAC5,1B98ED,54,1.52
2022-02-21T00:00:00Z,RRSAC5,1B9FE5,63,2.59
2022-02-21T00:00:00Z,RRSAC5,1BE55F,57,2.24
2022-02-21T00:00:00Z,RRSAC5,1BF2BB,57,1.72
2022-02-21T00:00:00Z,RRSAC5,1BF5DF,54,1.47
2022-02-21T00:00:00Z,RRSAC5,1BB70A,57,1.66
2022-02-21T00:00:00Z,RRSAC5,1BC6CA,59,1.91
2022-02-21T00:00:00Z,RRSAC5,1BE830,58,1.53
2022-02-21T00:00:00Z,RRSAC5,1BBED9,59,1.99
2022-02-21T00:00:00Z,RRSAC5,1BCF38,56,1.67
2022-02-21T00:00:00Z,RRSAC5,1BF2B7,58,1.92
2022-02-21T00:00:00Z,RRSAC5,1BFBA5,56,1.6
2022-02-21T00:00:00Z,RRSAC7,1B9DC6,57,1.66
2022-02-21T00:00:00Z,RRSAC7,1BB36F,57,1.64
2022-02-21T00:00:00Z,RRSAC7,1BD1BE,60,2.02
2022-02-21T00:00:00Z,RRSAC7,1BEE1D,58,1.96
2022-02-21T00:00:00Z,RRSAC7,1BDF36,56,1.61
2022-02-21T00:00:00Z,RRSAC7,1BF071,56,1.71
2022-02-21T00:00:00Z,RRSAC7,13E7C3,58,1.88
2022-02-21T00:00:00Z,RRSAC7,1B9E87,57,1.83
2022-02-21T00:00:00Z,RRSAC7,1BF8AC,55,1.37
2022-02-21T00:00:00Z,RRSAC7,1BF92A,54,1.37
2022-02-21T00:00:00Z,RRSAC8,1BAA66,56,1.8
2022-02-21T00:00:00Z,RRSAC8,1BB3BC,55,1.45
2022-02-21T00:00:00Z,RRSAC8,1BE8B8,56,1.67
2022-02-21T00:00:00Z,RRSAC8,1BF57D,57,1.78
2022-02-21T00:00:00Z,RRSAC8,1BC276,62,2.22
2022-02-21T00:00:00Z,RRSAC8,1BCBA4,56,1.72
2022-02-21T00:00:00Z,RRSAC8,1BEC1B,57,1.64
2022-02-21T00:00:00Z,RRSAC8,1BF4E4,57,1.73
2022-02-21T00:00:00Z,RRSAC8,13EF21,53,1.43
2022-02-21T00:00:00Z,RRSAC8,1BA72A,57,1.98
2022-02-21T00:00:00Z,RRSAC8,1BEB30,56,1.68
2022-02-21T00:00:00Z,RRSAC8,1BFE71,53,1.38
2022-02-21T00:00:00Z,TLSAC,1BA427,59,2
2022-02-21T00:00:00Z,TLSAC,1BB6C0,60,2.37
2022-02-21T00:00:00Z,TLSAC,1BD207,56,1.91
2022-02-21T00:00:00Z,TLSAC,1BD731,62,2.47
2022-02-21T00:00:00Z,TLSAC,1BF5F1,56,1.91
2022-02-21T00:00:00Z,TLSAC,1BA5C8,61,2.35
2022-02-21T00:00:00Z,TLSAC,1BD22A,53,1.55
2022-02-21T00:00:00Z,TLSAC,1C01AB,56,1.74
2022-02-21T00:00:00Z,TLSAC,1B9EBE,56,1.96
2022-02-21T00:00:00Z,TLSAC,1BBCBF,54,1.44
2022-02-21T00:00:00Z,TLSAC,1BC452,58,1.92
2022-02-21T00:00:00Z,TLSAC,1BFF39,60,2.25
2022-02-21T00:00:00Z,WLKSAC,1BAC7D,58,2
2022-02-21T00:00:00Z,WLKSAC,1BB229,57,1.79
2022-02-21T00:00:00Z,WLKSAC,1BC81B,61,2.43
2022-02-21T00:00:00Z,WLKSAC,1BEB73,59,2.18
2022-02-21T00:00:00Z,WLKSAC,1BBA2B,51,1.3
2022-02-21T00:00:00Z,WLKSAC,1BC6E3,53,1.37
2022-02-21T00:00:00Z,WLKSAC,1BC868,54,1.63
2022-02-21T00:00:00Z,WLKSAC,1BD8BC,56,1.69
2022-02-21T00:00:00Z,WLKSAC,1BF350,53,1.46
2022-02-21T00:00:00Z,WLKSAC,1B9BAA,52,1.5
2022-02-21T00:00:00Z,WLKSAC,1BA154,57,1.87
2022-02-21T00:00:00Z,WLKSAC,1BD573,63,2.31
2022-02-21T00:00:00Z,WLKSAC,1BE172,55,1.54
2022-02-21T00:00:00Z,WLKSAC,1BF466,64,2.48
2022-02-28T00:00:00Z,RRCAN,1BD24F,64,3.24
2022-02-28T00:00:00Z,RRCAN,1BE3F1,66,3.34
2022-02-28T00:00:00Z,RRCAN,1BE9B9,63,2.97
2022-02-28T00:00:00Z,RRCAN,1BFA43,64,2.99
2022-02-28T00:00:00Z,RRCAN,1BADDF,65,3.19
2022-02-28T00:00:00Z,RRCAN,1BB146,67,3.46
2022-02-28T00:00:00Z,RRCAN,1BB6D3,70,3.82
